1,62,90.5,838.4925465
2,104,95,880.301916
3,147,108,1001.084539
4,89,104.2,965.7788492
5,132,106.8,989.9353738
6,75,109.4,1014.0918984
7,117,112,1038.248423
8,60,94.6,876.5855276
9,102,97.2,900.7420522
10,145,99.8,924.8985768
11,87,102.2,947.1969072
12,130,104.8,971.3534318
13,72,107.2,993.6517622
14,115,109.8,1017.8082868
15,57,92.2,854.2871972
16,100,94.8,878.4437218
17,142,97.2,900.7420522
18,85,99.8,924.8985768
19,127,102.2,947.1969072
20,70,104.8,971.3534318
21,113,107.4,995.5099564
22,55,90,833.847061
23,98,92.6,858.0035856
24,140,95.2,882.1601102
25,83,97.8,906.3166348
26,125,100.2,928.6149652
27,68,102.8,952.7714898
