1,57,86,796.683177
2,100,90.6666666666667,840.041041666667
3,142,103.5,959.2751695
4,85,99.8,924.8985768
5,127,102.2,947.1969072
6,70,104.8,971.3534318
7,112,107.2,993.6517622
8,55,89.8,831.9888668
9,98,92.4,856.1453914
10,140,95,880.301916
11,83,97.6,904.4584406
12,125,100.2,928.6149652
13,68,102.8,952.7714898
14,110,105.2,975.0698202
15,53,87.8,813.4069248
16,95,90.2,835.7052552
17,138,92.8,859.8617798
18,80,95.2,882.1601102
19,123,97.8,906.3166348
20,65,100.2,928.6149652
21,108,102.8,952.7714898
22,50,85.2,789.2504002
23,93,87.8,813.4069248
24,136,90.4,837.5634494
25,78,93,861.719974
26,121,95.6,885.8764986
27,63,98.2,910.0330232
28,106,100.8,934.1895478
29,148,103.2,956.4878782
30,91,105.8,980.6444028
31,133,108.2,1002.9427332
32,76,110.8,1027.0992578
33,118,113.2,1049.3975882
34,61,95.8,887.7346928
35,103,98.2,910.0330232
36,146,100.8,934.1895478
37,88,103.2,956.4878782
38,131,105.8,980.6444028
39,73,108.2,1002.9427332
40,116,110.8,1027.0992578
41,59,93.4,865.4363624
42,101,96,889.592887
43,144,98.6,913.7494116
44,86,101.2,937.9059362
45,129,103.8,962.0624608
46,71,106.2,984.3607912
47,114,108.8,1008.5173158
48,56,91.2,844.9962262
49,99,93.8,869.1527508
50,141,96.2,891.4510812
51,84,98.8,915.6076058
52,126,101.2,937.9059362
53,69,103.8,962.0624608
54,111,106.2,984.3607912
55,54,88.8,822.6978958
56,97,91.4,846.8544204
57,139,94,871.010945
58,82,96.6,895.1674696
59,124,99.2,919.3239942
60,67,101.8,943.4805188
61,109,104.2,965.7788492
62,52,86.8,804.1159538
63,94,89.2,826.4142842
64,137,91.8,850.5708088
65,79,94.2,872.8691392
66,122,96.8,897.0256638
67,64,99.2,919.3239942
68,107,101.8,943.4805188
69,149,104.2,965.7788492
70,92,106.8,989.9353738
71,134,109.2,1012.2337042
72,77,111.8,1036.3902288
73,120,114.4,1060.5467534
74,62,97,898.883858
75,105,99.6,923.0403826
76,147,102.2,947.1969072
77,90,104.8,971.3534318
78,132,107.2,993.6517622
79,75,109.8,1017.8082868
