1,53,81.5,754.8738075
2,95,86,796.683177
3,138,99,917.4658
4,80,95.2,882.1601102
5,123,97.8,906.3166348
6,65,100.2,928.6149652
7,108,102.8,952.7714898
8,50,85.2,789.2504002
9,93,87.8,813.4069248
10,135,90.2,835.7052552
11,78,92.8,859.8617798
12,120,95.2,882.1601102
13,63,97.8,906.3166348
14,105,100.2,928.6149652
15,148,102.8,952.7714898
16,90,105.2,975.0698202
17,133,107.8,999.2263448
18,76,110.4,1023.3828694
19,118,113,1047.539394
20,61,95.6,885.8764986
21,103,98.2,910.0330232
22,146,100.8,934.1895478
23,88,103.2,956.4878782
24,131,105.8,980.6444028
