1,149,127.5,1182.2584735
2,91,115.333333333333,1069.21832633333
3,134,120,1112.576191
4,76,111.2,1030.8156462
5,119,113.8,1054.9721708
6,61,96.2,891.4510812
7,104,98.8,915.6076058
8,146,101.2,937.9059362
9,89,103.8,962.0624608
10,131,106.2,984.3607912
11,74,108.8,1008.5173158
12,116,111.2,1030.8156462
13,59,93.8,869.1527508
14,101,96.2,891.4510812
15,144,98.8,915.6076058
16,87,101.4,939.7641304
17,129,104,963.920655
18,72,106.6,988.0771796
19,114,109.2,1012.2337042
20,57,91.8,850.5708088
21,99,94.2,872.8691392
22,142,96.8,897.0256638
23,84,99.2,919.3239942
24,127,101.8,943.4805188
25,69,104.2,965.7788492
26,112,106.8,989.9353738
27,54,89.2,826.4142842
28,97,91.8,850.5708088
29,139,94.2,872.8691392
30,82,96.8,897.0256638
31,124,99.2,919.3239942
32,67,101.8,943.4805188
33,110,104.4,967.6370434
34,52,87,805.974148
35,95,89.6,830.1306726
36,137,92.2,854.2871972
37,80,94.8,878.4437218
38,122,97.2,900.7420522
39,65,99.8,924.8985768
40,107,102.2,947.1969072
41,50,84.8,785.5340118
42,92,87.2,807.8323422
43,135,89.8,831.9888668
44,77,92.2,854.2871972
45,120,94.8,878.4437218
46,62,97.2,900.7420522
47,105,99.8,924.8985768
48,148,102.4,949.0551014
49,90,105,973.211626
50,133,107.6,997.3681506
51,75,110.2,1021.5246752
52,118,112.8,1045.6811998
53,60,95.2,882.1601102
54,103,97.8,906.3166348
55,145,100.2,928.6149652
56,88,102.8,952.7714898
57,130,105.2,975.0698202
58,73,107.8,999.2263448
59,115,110.2,1021.5246752
60,58,92.8,859.8617798
61,100,95.2,882.1601102
62,143,97.8,906.3166348
63,85,100.2,928.6149652
64,128,102.8,952.7714898
65,71,105.4,976.9280144
66,113,108,1001.084539
67,56,90.6,839.4216436
68,98,93.2,863.5781682
69,141,95.8,887.7346928
70,97,101,936.047742
71,126,103.6,960.2042666
72,68,106,982.502597
73,111,108.6,1006.6591216
74,53,91,843.138032
75,96,90.8,841.2798378
76,138,93.2,863.5781682
77,81,95.8,887.7346928
78,123,98.2,910.0330232
79,66,100.8,934.1895478
80,109,103.4,958.3460724
81,51,86,796.683177
82,94,88.6,820.8397016
83,136,91.2,844.9962262
