1,98,76.5,708.4189525
2,140,97.6666666666667,905.077838666667
3,83,94,871.010945
4,125,100.2,928.6149652
5,68,102.8,952.7714898
6,110,105.2,975.0698202
7,53,87.8,813.4069248
8,95,90.2,835.7052552
9,138,92.8,859.8617798
10,81,95.4,884.0183044
11,123,98,908.174829
12,66,100.6,932.3313536
13,108,103.2,956.4878782
14,51,85.8,794.8249828
15,93,88.2,817.1233132
16,136,90.8,841.2798378
17,78,93.2,863.5781682
18,121,95.8,887.7346928
19,63,98.2,910.0330232
20,106,100.8,934.1895478
21,148,103.2,956.4878782
22,91,105.8,980.6444028
23,133,108.2,1002.9427332
24,76,110.8,1027.0992578
25,119,113.4,1051.2557824
26,61,96,889.592887
27,104,98.6,913.7494116
28,146,101.2,937.9059362
29,89,103.8,962.0624608
30,131,106.2,984.3607912
31,74,108.8,1008.5173158
32,116,111.2,1030.8156462
33,59,93.8,869.1527508
34,101,96.2,891.4510812
35,144,98.8,915.6076058
36,86,101.2,937.9059362
37,129,103.8,962.0624608
38,71,106.2,984.3607912
39,114,108.8,1008.5173158
40,56,91.2,844.9962262
41,99,93.8,869.1527508
42,142,96.4,893.3092754
43,84,99,917.4658
44,127,101.6,941.6223246
45,69,104.2,965.7788492
46,112,106.8,989.9353738
47,54,89.2,826.4142842
48,97,91.8,850.5708088
49,139,94.2,872.8691392
50,82,96.8,897.0256638
51,124,99.2,919.3239942
52,67,101.8,943.4805188
53,109,104.2,965.7788492
54,52,86.8,804.1159538
55,94,89.2,826.4142842
56,137,91.8,850.5708088
57,80,94.4,874.7273334
58,122,97,898.883858
59,65,99.6,923.0403826
60,107,102.2,947.1969072
61,50,84.8,785.5340118
62,92,87.2,807.8323422
63,135,89.8,831.9888668
64,77,92.2,854.2871972
65,120,94.8,878.4437218
66,62,97.2,900.7420522
67,105,99.8,924.8985768
68,147,102.2,947.1969072
69,90,104.8,971.3534318
70,132,107.2,993.6517622
71,75,109.8,1017.8082868
72,117,112.2,1040.1066172
73,60,94.8,878.4437218
74,103,97.4,902.6002464
75,145,100,926.756771
76,88,102.6,950.9132956
77,130,105.2,975.0698202
78,73,107.8,999.2263448
79,115,110.2,1021.5246752
80,58,92.8,859.8617798
81,100,95.2,882.1601102
82,143,97.8,906.3166348
83,85,100.2,928.6149652
84,128,102.8,952.7714898
85,70,105.2,975.0698202
86,113,107.8,999.2263448
87,55,90.2,835.7052552
88,98,92.8,859.8617798
89,141,95.4,884.0183044
90,83,98,908.174829
91,126,100.6,932.3313536
92,68,103.2,956.4878782
