1,89,117.5,1089.3487635
2,131,122,1131.158133
3,74,110,1019.666481
4,116,111.2,1030.8156462
5,59,93.8,869.1527508
6,102,96.4,893.3092754
7,144,99,917.4658
8,87,101.6,941.6223246
9,129,104.2,965.7788492
10,72,106.8,989.9353738
11,114,109.2,1012.2337042
12,57,91.8,850.5708088
13,99,94.2,872.8691392
14,142,96.8,897.0256638
15,84,99.2,919.3239942
16,127,101.8,943.4805188
17,69,104.2,965.7788492
18,112,106.8,989.9353738
19,54,89.2,826.4142842
20,97,91.8,850.5708088
21,140,94.4,874.7273334
