1,142,121,1121.867162
2,85,109,1010.37551
3,127,113.5,1052.1848795
4,70,104.8,971.3534318
5,112,107.2,993.6517622
6,55,89.8,831.9888668
7,97,92.2,854.2871972
8,140,94.8,878.4437218
9,82,97.2,900.7420522
10,125,99.8,924.8985768
11,67,102.2,947.1969072
12,110,104.8,971.3534318
13,52,87.2,807.8323422
14,95,89.8,831.9888668
15,137,92.2,854.2871972
16,80,94.8,878.4437218
17,123,97.4,902.6002464
18,65,100,926.756771
19,108,102.6,950.9132956
20,50,85.2,789.2504002
21,93,87.8,813.4069248
