1,64,93,861.719974
2,107,97.6666666666667,905.077838666667
3,50,85.75,794.36043425
4,92,87,805.974148
5,135,89.6,830.1306726
6,77,92.2,854.2871972
7,120,94.8,878.4437218
8,62,97.2,900.7420522
9,105,99.8,924.8985768
10,147,102.2,947.1969072
11,90,104.8,971.3534318
12,132,107.2,993.6517622
13,75,109.8,1017.8082868
14,117,112.2,1040.1066172
15,60,94.8,878.4437218
16,102,97.2,900.7420522
17,145,99.8,924.8985768
18,88,102.4,949.0551014
19,130,105,973.211626
20,73,107.6,997.3681506
21,115,110.2,1021.5246752
22,58,92.8,859.8617798
23,100,95.2,882.1601102
24,143,97.8,906.3166348
25,85,100.2,928.6149652
26,128,102.8,952.7714898
27,70,105.2,975.0698202
28,113,107.8,999.2263448
29,55,90.2,835.7052552
30,98,92.8,859.8617798
31,140,95.2,882.1601102
32,83,97.8,906.3166348
33,125,100.2,928.6149652
34,68,102.8,952.7714898
35,111,105.4,976.9280144
36,53,88,815.265119
